liaison,Service,annee,mois,Durée moyenne du trajet,Nombre de circulations prévues,taux_regularite,liaison_encoded,service_encoded
LA ROCHELLE VILLE - PARIS MONTPARNASSE,National,2019,10,166,204,0.8725490196078431,21,1
PARIS LYON - LE CREUSOT MONTCEAU MONTCHANIN,National,2019,10,80,205,0.8878048780487805,73,1
MARSEILLE ST CHARLES - PARIS LYON,National,2019,10,204,458,0.8427947598253275,43,1
LILLE - LYON PART DIEU,National,2019,10,191,250,0.896,26,1
MADRID - MARSEILLE ST CHARLES,International,2019,10,224,16,0.375,36,0
BORDEAUX ST JEAN - PARIS MONTPARNASSE,National,2019,10,144,828,0.8043478260869565,9,1
PARIS EST - METZ,National,2019,10,85,327,0.8685015290519877,56,1
METZ - PARIS EST,National,2019,10,85,316,0.8006329113924051,45,1
MARNE LA VALLEE - MARSEILLE ST CHARLES,National,2019,10,216,243,0.7942386831275721,38,1
NIMES - PARIS LYON,National,2019,10,182,266,0.736842105263158,54,1
STRASBOURG - NANTES,National,2019,10,294,38,0.8421052631578947,119,1
AVIGNON TGV - PARIS LYON,National,2019,10,164,432,0.8032407407407407,5,1
BELLEGARDE (AIN) - PARIS LYON,National,2019,10,162,225,0.8977777777777778,7,1
VALENCE ALIXAN TGV - PARIS LYON,National,2019,10,137,265,0.7433962264150944,127,1
LYON PART DIEU - MARSEILLE ST CHARLES,National,2019,10,109,368,0.7282608695652174,31,1
PARIS LYON - ZURICH,International,2019,10,229,143,0.7972027972027972,85,0
PARIS NORD - DUNKERQUE,National,2019,10,115,252,0.9325396825396826,104,1
NANTES - PARIS MONTPARNASSE,National,2019,10,135,527,0.8007590132827325,50,1
PARIS EST - NANCY,National,2019,10,95,297,0.9090909090909091,57,1
SAINT ETIENNE CHATEAUCREUX - PARIS LYON,National,2019,10,169,106,0.8773584905660378,116,1
LYON PART DIEU - MONTPELLIER,National,2019,10,117,180,0.7944444444444445,32,1
NICE VILLE - PARIS LYON,National,2019,10,358,182,0.7857142857142857,53,1
ST PIERRE DES CORPS - PARIS MONTPARNASSE,National,2019,10,63,398,0.7839195979899498,118,1
PARIS LYON - CHAMBERY CHALLES LES EAUX,National,2019,10,180,169,0.8994082840236687,67,1
PARIS LYON - MONTPELLIER,National,2019,10,210,256,0.859375,77,1
PARIS MONTPARNASSE - ANGERS SAINT LAUD,National,2019,10,93,407,0.85995085995086,86,1
PARIS MONTPARNASSE - BORDEAUX ST JEAN,National,2019,10,149,784,0.8915816326530612,88,1
PARIS MONTPARNASSE - RENNES,National,2019,10,101,631,0.8589540412044374,96,1
LYON PART DIEU - MARNE LA VALLEE,National,2019,10,109,244,0.7418032786885246,30,1
GRENOBLE - PARIS LYON,National,2019,10,183,209,0.9043062200956937,19,1
MULHOUSE VILLE - PARIS LYON,National,2019,10,170,305,0.8557377049180328,48,1
PARIS LYON - PERPIGNAN,National,2019,10,308,136,0.8235294117647058,81,1
BREST - PARIS MONTPARNASSE,National,2019,10,227,257,0.8326848249027238,12,1
TOULOUSE MATABIAU - PARIS MONTPARNASSE,National,2019,10,263,182,0.7637362637362637,123,1
PARIS EST - STRASBOURG,National,2019,10,115,534,0.9082397003745318,59,1
PARIS NORD - DOUAI,National,2019,10,67,205,0.8780487804878049,103,1
MONTPELLIER - PARIS LYON,National,2019,10,308,263,0.8136882129277566,47,1
ITALIE - PARIS LYON,International,2019,10,433,94,0.574468085106383,20,0
PARIS LYON - ANNECY,National,2019,10,223,151,0.9337748344370861,62,1
PARIS LYON - LYON PART DIEU,National,2019,10,119,638,0.9106583072100314,74,1
MACON LOCHE - PARIS LYON,National,2019,10,100,191,0.7696335078534031,35,1
MONTPELLIER - LYON PART DIEU,National,2019,10,116,188,0.8031914893617021,46,1
PARIS MONTPARNASSE - LA ROCHELLE VILLE,National,2019,10,173,205,0.8926829268292683,90,1
PARIS LYON - BELLEGARDE (AIN),National,2019,10,162,208,0.8317307692307692,65,1
LYON PART DIEU - PARIS LYON,National,2019,10,121,622,0.8745980707395499,33,1
PARIS LYON - TOULON,National,2019,10,248,245,0.6938775510204082,83,1
PARIS LYON - AIX EN PROVENCE TGV,National,2019,11,188,380,0.9210526315789473,61,1
NANCY - PARIS EST,National,2019,11,96,294,0.9489795918367347,49,1
AIX EN PROVENCE TGV - PARIS LYON,National,2019,11,188,404,0.8811881188118812,0,1
LILLE - PARIS NORD,National,2019,11,64,533,0.8405253283302063,28,1
MARNE LA VALLEE - MARSEILLE ST CHARLES,National,2019,11,216,238,0.8487394957983193,38,1
ANNECY - PARIS LYON,National,2019,11,229,135,0.8666666666666667,3,1
LAVAL - PARIS MONTPARNASSE,National,2019,11,85,216,0.7407407407407407,23,1
PARIS MONTPARNASSE - TOULOUSE MATABIAU,National,2019,11,264,149,0.825503355704698,99,1
DUNKERQUE - PARIS NORD,National,2019,11,117,185,0.9189189189189189,16,1
GENEVE - PARIS LYON,International,2019,11,184,220,0.9045454545454545,18,0
ST PIERRE DES CORPS - PARIS MONTPARNASSE,National,2019,11,61,399,0.7293233082706767,118,1
TOURS - PARIS MONTPARNASSE,National,2019,11,75,158,0.7721518987341772,126,1
PARIS EST - NANCY,National,2019,11,95,285,0.9333333333333333,57,1
PARIS EST - REIMS,National,2019,11,46,208,0.8509615384615384,58,1
MARNE LA VALLEE - LYON PART DIEU,National,2019,11,111,292,0.8664383561643836,37,1
PARIS LYON - DIJON VILLE,National,2019,11,95,441,0.9024943310657596,68,1
SAINT ETIENNE CHATEAUCREUX - PARIS LYON,National,2019,11,168,109,0.8532110091743119,116,1
PARIS LYON - VALENCE ALIXAN TGV,National,2019,11,131,175,0.88,84,1
PARIS MONTPARNASSE - BREST,National,2019,11,221,213,0.9061032863849765,89,1
POITIERS - PARIS MONTPARNASSE,National,2019,11,94,412,0.7402912621359223,110,1
PARIS NORD - ARRAS,National,2019,11,51,270,0.8296296296296296,102,1
MARSEILLE ST CHARLES - LILLE,National,2019,11,284,171,0.7309941520467836,39,1
MONTPELLIER - LYON PART DIEU,National,2019,11,116,166,0.7409638554216867,46,1
PARIS EST - FRANCFORT,International,2019,11,115,172,0.9244186046511628,55,0
PARIS LYON - ZURICH,International,2019,11,222,146,0.8698630136986302,85,0
PARIS EST - STRASBOURG,National,2019,11,115,525,0.8990476190476191,59,1
PARIS LYON - LE CREUSOT MONTCEAU MONTCHANIN,National,2019,11,80,200,0.9,73,1
MARSEILLE ST CHARLES - LYON PART DIEU,National,2019,11,106,328,0.7865853658536586,40,1
PARIS LYON - BARCELONA,International,2019,11,241,25,0.84,64,0
BORDEAUX ST JEAN - PARIS MONTPARNASSE,National,2019,11,143,792,0.7941919191919192,9,1
MARSEILLE ST CHARLES - MARNE LA VALLEE,National,2019,11,213,228,0.7982456140350878,42,1
LYON PART DIEU - PARIS LYON,National,2019,11,120,595,0.9092436974789916,33,1
VALENCE ALIXAN TGV - PARIS LYON,National,2019,11,135,233,0.7811158798283262,127,1
REIMS - PARIS EST,National,2019,11,46,194,0.8505154639175257,112,1
ARRAS - PARIS NORD,National,2019,11,54,311,0.8231511254019293,4,1
MONTPELLIER - PARIS LYON,National,2019,11,380,227,0.8061674008810573,47,1
BARCELONA - PARIS LYON,International,2019,11,35,20,0.85,6,0
LYON PART DIEU - LILLE,National,2019,11,186,195,0.6974358974358974,29,1
LYON PART DIEU - MONTPELLIER,National,2019,11,117,162,0.7469135802469136,32,1
LA ROCHELLE VILLE - PARIS MONTPARNASSE,National,2019,11,165,193,0.772020725388601,21,1
PARIS LYON - PERPIGNAN,National,2019,11,309,48,0.9375,81,1
VANNES - PARIS MONTPARNASSE,National,2019,11,154,222,0.7927927927927928,128,1
ANGERS SAINT LAUD - PARIS MONTPARNASSE,National,2019,11,94,403,0.7344913151364765,1,1
TOULOUSE MATABIAU - PARIS MONTPARNASSE,National,2019,11,262,153,0.7450980392156863,123,1
TOULON - PARIS LYON,National,2019,11,249,215,0.7674418604651163,122,1
PARIS LYON - SAINT ETIENNE CHATEAUCREUX,National,2019,11,169,113,0.8053097345132744,82,1
PARIS LYON - TOULON,National,2019,11,248,221,0.746606334841629,83,1
MACON LOCHE - PARIS LYON,National,2019,11,99,191,0.8219895287958116,35,1
LYON PART DIEU - RENNES,National,2019,11,233,80,0.7625,34,1
PARIS NORD - LILLE,National,2019,11,62,577,0.8162911611785095,105,1
LILLE - LYON PART DIEU,National,2019,11,190,246,0.8861788617886179,26,1
AVIGNON TGV - PARIS LYON,National,2019,11,163,418,0.8588516746411483,5,1
BESANCON FRANCHE COMTE TGV - PARIS LYON,National,2019,11,131,191,0.9005235602094241,8,1
PARIS LYON - MULHOUSE VILLE,National,2019,11,167,305,0.9049180327868852,78,1
LE MANS - PARIS MONTPARNASSE,National,2019,11,57,420,0.7095238095238094,25,1
NANTES - PARIS MONTPARNASSE,National,2019,11,132,495,0.8424242424242424,50,1
PARIS MONTPARNASSE - POITIERS,National,2019,11,92,490,0.8693877551020408,94,1
NANTES - STRASBOURG,National,2019,11,305,35,0.8857142857142857,52,1
TOURCOING - BORDEAUX ST JEAN,National,2019,11,289,24,0.9583333333333334,124,1
NICE VILLE - PARIS LYON,National,2019,11,357,163,0.7791411042944785,53,1
LAUSANNE - PARIS LYON,International,2019,11,194,134,0.835820895522388,22,0
PARIS LYON - BESANCON FRANCHE COMTE TGV,National,2019,11,129,181,0.8839779005524862,66,1
LE CREUSOT MONTCEAU MONTCHANIN - PARIS LYON,National,2019,11,81,208,0.8317307692307692,24,1
PARIS LYON - LYON PART DIEU,National,2019,11,119,600,0.9366666666666666,74,1
PARIS MONTPARNASSE - LA ROCHELLE VILLE,National,2019,11,169,201,0.900497512437811,90,1
PARIS MONTPARNASSE - LAVAL,National,2019,11,81,233,0.8025751072961373,91,1
PARIS MONTPARNASSE - QUIMPER,National,2019,11,226,213,0.9295774647887324,95,1
PARIS MONTPARNASSE - ST MALO,National,2019,11,155,90,0.9,97,1
LYON PART DIEU - MARNE LA VALLEE,National,2019,11,110,228,0.7631578947368421,30,1
PARIS LYON - BELLEGARDE (AIN),National,2019,11,162,203,0.7980295566502463,65,1
PARIS LYON - MONTPELLIER,National,2019,11,233,138,0.8623188405797102,77,1
PARIS LYON - AVIGNON TGV,National,2019,11,160,425,0.8258823529411765,63,1
PARIS LYON - MACON LOCHE,National,2019,11,96,202,0.900990099009901,75,1
MULHOUSE VILLE - PARIS LYON,National,2019,11,169,311,0.8617363344051447,48,1
PARIS MONTPARNASSE - BORDEAUX ST JEAN,National,2019,11,145,738,0.8834688346883469,88,1
METZ - PARIS EST,National,2019,11,85,298,0.7885906040268457,45,1
MARSEILLE ST CHARLES - PARIS LYON,National,2019,11,203,459,0.8997821350762527,43,1
STUTTGART - PARIS EST,International,2019,11,165,147,0.7551020408163265,121,0
STRASBOURG - PARIS EST,National,2019,11,116,514,0.8540856031128404,120,1
PERPIGNAN - PARIS LYON,National,2019,11,303,41,0.9024390243902439,109,1
FRANCFORT - PARIS EST,International,2019,11,149,174,0.7988505747126436,17,0
PARIS LYON - GENEVE,International,2019,11,184,198,0.8434343434343434,69,0
ITALIE - PARIS LYON,International,2019,11,413,91,0.7362637362637363,20,0
PARIS MONTPARNASSE - ANGERS SAINT LAUD,National,2019,11,91,399,0.887218045112782,86,1
QUIMPER - PARIS MONTPARNASSE,National,2019,11,231,218,0.8623853211009174,111,1
LYON PART DIEU - MARSEILLE ST CHARLES,National,2019,11,108,373,0.8150134048257373,31,1
DOUAI - PARIS NORD,National,2019,11,77,179,0.8044692737430168,15,1
NIMES - PARIS LYON,National,2019,11,224,226,0.7212389380530974,54,1
MARSEILLE ST CHARLES - MADRID,International,2019,11,196,7,1.0,41,0
PARIS MONTPARNASSE - VANNES,National,2019,11,151,207,0.8792270531400966,101,1
PARIS NORD - DOUAI,National,2019,11,67,172,0.8546511627906976,103,1
PARIS MONTPARNASSE - ST PIERRE DES CORPS,National,2019,11,60,384,0.8229166666666666,98,1
PARIS MONTPARNASSE - TOURS,National,2019,11,72,151,0.7615894039735099,100,1
PARIS LYON - MARSEILLE ST CHARLES,National,2019,11,201,514,0.914396887159533,76,1
PARIS LYON - NIMES,National,2019,11,177,165,0.8666666666666667,80,1
PARIS EST - STUTTGART,International,2019,11,135,143,0.8741258741258742,60,0
MADRID - MARSEILLE ST CHARLES,International,2019,11,198,7,0.5714285714285714,36,0
PARIS EST - METZ,National,2019,11,85,305,0.8557377049180328,56,1
BORDEAUX ST JEAN - TOURCOING,National,2019,11,301,27,0.8148148148148149,11,1
BREST - PARIS MONTPARNASSE,National,2019,11,225,227,0.8942731277533039,12,1
PARIS MONTPARNASSE - ANGOULEME,National,2019,11,126,271,0.8745387453874539,87,1
RENNES - PARIS MONTPARNASSE,National,2019,11,99,577,0.7729636048526863,114,1
PARIS LYON - ANNECY,National,2019,11,223,141,0.8936170212765957,62,1
PARIS MONTPARNASSE - LE MANS,National,2019,11,54,437,0.8215102974828375,92,1
STRASBOURG - NANTES,National,2019,11,294,33,0.8181818181818181,119,1
LILLE - MARSEILLE ST CHARLES,National,2019,11,299,188,0.8776595744680851,27,1
MARSEILLE ST CHARLES - TOURCOING,National,2019,11,301,25,0.88,44,1
CHAMBERY CHALLES LES EAUX - PARIS LYON,National,2019,11,188,152,0.7894736842105263,13,1
DIJON VILLE - PARIS LYON,National,2019,11,98,424,0.8773584905660378,14,1
PARIS LYON - ITALIE,International,2019,11,405,90,0.8777777777777778,71,0
ANGOULEME - PARIS MONTPARNASSE,National,2019,11,125,267,0.797752808988764,2,1
PARIS MONTPARNASSE - NANTES,National,2019,11,127,496,0.844758064516129,93,1
PARIS MONTPARNASSE - RENNES,National,2019,11,99,614,0.8859934853420195,96,1
PARIS LYON - CHAMBERY CHALLES LES EAUX,National,2019,11,180,170,0.8411764705882353,67,1
PARIS LYON - NICE VILLE,National,2019,11,355,164,0.7804878048780488,79,1
ST MALO - PARIS MONTPARNASSE,National,2019,11,158,79,0.810126582278481,117,1
RENNES - LYON PART DIEU,National,2019,11,234,89,0.8202247191011236,113,1
BELLEGARDE (AIN) - PARIS LYON,National,2019,11,162,221,0.8687782805429864,7,1
PARIS NORD - DUNKERQUE,National,2019,11,115,201,0.8656716417910448,104,1
PARIS LYON - GRENOBLE,National,2019,11,181,181,0.850828729281768,70,1
GRENOBLE - PARIS LYON,National,2019,11,182,179,0.9664804469273743,19,1
PARIS LYON - LAUSANNE,International,2019,11,176,156,0.8205128205128205,72,0
ZURICH - PARIS LYON,International,2019,11,222,145,0.9310344827586207,129,0
STRASBOURG - PARIS EST,National,2019,12,111,292,0.8561643835616438,120,1
LILLE - MARSEILLE ST CHARLES,National,2019,12,291,74,0.9459459459459459,27,1
AVIGNON TGV - PARIS LYON,National,2019,12,167,250,0.892,5,1
NANTES - STRASBOURG,National,2019,12,301,15,0.8666666666666667,52,1
LAVAL - PARIS MONTPARNASSE,National,2019,12,86,125,0.728,23,1
PARIS LYON - LAUSANNE,International,2019,12,191,71,0.8309859154929577,72,0
ARRAS - PARIS NORD,National,2019,12,51,138,0.8478260869565217,4,1
DOUAI - PARIS NORD,National,2019,12,76,69,0.8405797101449275,15,1
LYON PART DIEU - LILLE,National,2019,12,187,62,0.6935483870967742,29,1
PARIS LYON - TOULON,National,2019,12,246,107,0.9252336448598131,83,1
MONTPELLIER - LYON PART DIEU,National,2019,12,116,65,0.8769230769230769,46,1
PARIS MONTPARNASSE - LA ROCHELLE VILLE,National,2019,12,173,58,0.8275862068965517,90,1
LYON PART DIEU - RENNES,National,2019,12,233,31,0.8064516129032258,34,1
RENNES - LYON PART DIEU,National,2019,12,235,31,0.9032258064516129,113,1
PARIS LYON - CHAMBERY CHALLES LES EAUX,National,2019,12,180,102,0.9411764705882353,67,1
PARIS LYON - GRENOBLE,National,2019,12,184,86,0.9534883720930233,70,1
MARSEILLE ST CHARLES - MADRID,International,2019,12,219,9,0.8888888888888888,41,0
PARIS MONTPARNASSE - ANGERS SAINT LAUD,National,2019,12,92,212,0.8301886792452831,86,1
AIX EN PROVENCE TGV - PARIS LYON,National,2019,12,188,227,0.9295154185022027,0,1
ANNECY - PARIS LYON,National,2019,12,230,60,0.7666666666666666,3,1
PARIS LYON - AVIGNON TGV,National,2019,12,166,243,0.9176954732510288,63,1
PARIS LYON - DIJON VILLE,National,2019,12,96,196,0.9387755102040817,68,1
PARIS LYON - LYON PART DIEU,National,2019,12,124,328,0.9024390243902439,74,1
STUTTGART - PARIS EST,International,2019,12,155,83,0.7469879518072289,121,0
PARIS MONTPARNASSE - RENNES,National,2019,12,99,343,0.7988338192419825,96,1
MULHOUSE VILLE - PARIS LYON,National,2019,12,171,160,0.825,48,1
PERPIGNAN - PARIS LYON,National,2019,12,314,71,0.9014084507042254,109,1
PARIS EST - STUTTGART,International,2019,12,150,87,0.8735632183908046,60,0
MADRID - MARSEILLE ST CHARLES,International,2019,12,198,4,0.75,36,0
ANGERS SAINT LAUD - PARIS MONTPARNASSE,National,2019,12,93,202,0.8267326732673268,1,1
BREST - PARIS MONTPARNASSE,National,2019,12,228,89,0.898876404494382,12,1
LYON PART DIEU - PARIS LYON,National,2019,12,121,350,0.8200000000000001,33,1
BELLEGARDE (AIN) - PARIS LYON,National,2019,12,164,98,0.8061224489795918,7,1
PARIS LYON - MONTPELLIER,National,2019,12,222,152,0.9473684210526316,77,1
PARIS LYON - NIMES,National,2019,12,178,155,0.9225806451612903,80,1
PARIS MONTPARNASSE - TOULOUSE MATABIAU,National,2019,12,264,70,0.8857142857142857,99,1
NANCY - PARIS EST,National,2019,12,96,129,0.8682170542635659,49,1
PARIS LYON - AIX EN PROVENCE TGV,National,2019,12,191,233,0.9527896995708155,61,1
MACON LOCHE - PARIS LYON,National,2019,12,100,126,0.8492063492063492,35,1
MONTPELLIER - PARIS LYON,National,2019,12,213,170,0.8823529411764706,47,1
LAUSANNE - PARIS LYON,International,2019,12,191,51,0.8627450980392157,22,0
PARIS LYON - BESANCON FRANCHE COMTE TGV,National,2019,12,129,100,0.96,66,1
PARIS LYON - PERPIGNAN,National,2019,12,309,77,0.8831168831168831,81,1
BARCELONA - PARIS LYON,International,2019,12,294,41,0.9512195121951219,6,0
ST MALO - PARIS MONTPARNASSE,National,2019,12,161,21,0.8571428571428572,117,1
TOULOUSE MATABIAU - PARIS MONTPARNASSE,National,2019,12,265,77,0.7792207792207793,123,1
GENEVE - PARIS LYON,International,2019,12,187,86,0.8255813953488372,18,0
PARIS LYON - ITALIE,International,2019,12,368,41,0.9024390243902439,71,0
LE MANS - PARIS MONTPARNASSE,National,2019,12,57,236,0.6822033898305084,25,1
PARIS MONTPARNASSE - LAVAL,National,2019,12,82,136,0.8014705882352942,91,1
METZ - PARIS EST,National,2019,12,85,145,0.7931034482758621,45,1
PARIS NORD - LILLE,National,2019,12,82,367,0.8773841961852861,105,1
PARIS LYON - MACON LOCHE,National,2019,12,96,114,0.868421052631579,75,1
PARIS LYON - MARSEILLE ST CHARLES,National,2019,12,204,295,0.9355932203389831,76,1
FRANCFORT - PARIS EST,International,2019,12,196,74,0.8243243243243243,17,0
PARIS MONTPARNASSE - BORDEAUX ST JEAN,National,2019,12,146,366,0.7759562841530054,88,1
BORDEAUX ST JEAN - PARIS MONTPARNASSE,National,2019,12,138,395,0.7822784810126582,9,1
NANTES - PARIS MONTPARNASSE,National,2019,12,133,230,0.8782608695652174,50,1
PARIS MONTPARNASSE - POITIERS,National,2019,12,92,181,0.9116022099447514,94,1
PARIS MONTPARNASSE - ST MALO,National,2019,12,159,26,0.9230769230769231,97,1
PARIS EST - NANCY,National,2019,12,96,112,0.9732142857142857,57,1
LILLE - PARIS NORD,National,2019,12,63,341,0.8768328445747801,28,1
RENNES - PARIS MONTPARNASSE,National,2019,12,100,319,0.768025078369906,114,1
MARSEILLE ST CHARLES - LILLE,National,2019,12,280,58,0.7068965517241379,39,1
MARSEILLE ST CHARLES - MARNE LA VALLEE,National,2019,12,210,80,0.7875,42,1
POITIERS - PARIS MONTPARNASSE,National,2019,12,91,161,0.670807453416149,110,1
NIMES - PARIS LYON,National,2019,12,179,168,0.8452380952380952,54,1
GRENOBLE - PARIS LYON,National,2019,12,181,78,0.9487179487179487,19,1
PARIS MONTPARNASSE - BREST,National,2019,12,222,90,0.9,89,1
QUIMPER - PARIS MONTPARNASSE,National,2019,12,229,72,0.8472222222222222,111,1
PARIS LYON - VALENCE ALIXAN TGV,National,2019,12,135,175,0.9142857142857143,84,1
VALENCE ALIXAN TGV - PARIS LYON,National,2019,12,135,190,0.8526315789473684,127,1
LYON PART DIEU - MARSEILLE ST CHARLES,National,2019,12,106,169,0.8461538461538461,31,1
LYON PART DIEU - MONTPELLIER,National,2019,12,300,75,0.8,32,1
ST PIERRE DES CORPS - PARIS MONTPARNASSE,National,2019,12,61,168,0.6845238095238095,118,1
PARIS NORD - DUNKERQUE,National,2019,12,118,65,0.8461538461538461,104,1
PARIS MONTPARNASSE - ANGOULEME,National,2019,12,129,123,0.9024390243902439,87,1
TOURS - PARIS MONTPARNASSE,National,2019,12,76,63,0.746031746031746,126,1
PARIS EST - STRASBOURG,National,2019,12,114,283,0.9187279151943463,59,1
PARIS MONTPARNASSE - ST PIERRE DES CORPS,National,2019,12,61,203,0.8374384236453202,98,1
STRASBOURG - NANTES,National,2019,12,786,10,1.0,119,1
LYON PART DIEU - MARNE LA VALLEE,National,2019,12,108,78,0.7307692307692308,30,1
PARIS NORD - ARRAS,National,2019,12,51,153,0.8496732026143791,102,1
MARNE LA VALLEE - LYON PART DIEU,National,2019,12,110,101,0.8415841584158416,37,1
PARIS MONTPARNASSE - TOURS,National,2019,12,72,80,0.825,100,1
VANNES - PARIS MONTPARNASSE,National,2019,12,156,79,0.7974683544303798,128,1
PARIS LYON - SAINT ETIENNE CHATEAUCREUX,National,2019,12,169,16,0.8125,82,1
PARIS MONTPARNASSE - LE MANS,National,2019,12,54,276,0.8586956521739131,92,1
PARIS MONTPARNASSE - VANNES,National,2019,12,151,86,0.8488372093023255,101,1
PARIS NORD - DOUAI,National,2019,12,67,70,0.8428571428571429,103,1
BORDEAUX ST JEAN - TOURCOING,National,2019,12,308,8,0.875,11,1
MARSEILLE ST CHARLES - TOURCOING,National,2019,12,296,11,0.9090909090909091,44,1
TOURCOING - BORDEAUX ST JEAN,National,2019,12,292,8,1.0,124,1
PARIS LYON - ANNECY,National,2019,12,222,57,0.7719298245614035,62,1
PARIS LYON - BELLEGARDE (AIN),National,2019,12,164,95,0.7789473684210526,65,1
SAINT ETIENNE CHATEAUCREUX - PARIS LYON,National,2019,12,168,23,0.9130434782608696,116,1
MARSEILLE ST CHARLES - LYON PART DIEU,National,2019,12,105,155,0.8451612903225807,40,1
PARIS EST - METZ,National,2019,12,84,137,0.9197080291970803,56,1
REIMS - PARIS EST,National,2019,12,46,113,0.8849557522123894,112,1
BESANCON FRANCHE COMTE TGV - PARIS LYON,National,2019,12,133,102,0.892156862745098,8,1
PARIS EST - FRANCFORT,International,2019,12,179,73,0.821917808219178,55,0
PARIS LYON - ZURICH,International,2019,12,139,118,0.7457627118644068,85,0
MARNE LA VALLEE - MARSEILLE ST CHARLES,National,2019,12,212,93,0.9247311827956989,38,1
LE CREUSOT MONTCEAU MONTCHANIN - PARIS LYON,National,2019,12,81,140,0.7857142857142857,24,1
ANGOULEME - PARIS MONTPARNASSE,National,2019,12,124,104,0.6538461538461539,2,1
LA ROCHELLE VILLE - PARIS MONTPARNASSE,National,2019,12,164,57,0.7894736842105263,21,1
PARIS MONTPARNASSE - QUIMPER,National,2019,12,223,82,0.8536585365853658,95,1
PARIS EST - REIMS,National,2019,12,46,88,0.8863636363636364,58,1
LILLE - LYON PART DIEU,National,2019,12,186,84,0.8809523809523809,26,1
ITALIE - PARIS LYON,International,2019,12,416,39,0.8205128205128205,20,0
ZURICH - PARIS LYON,International,2019,12,135,133,0.8345864661654135,129,0
DUNKERQUE - PARIS NORD,National,2019,12,122,64,0.9375,16,1
PARIS LYON - NICE VILLE,National,2019,12,360,89,0.8876404494382022,79,1
TOULON - PARIS LYON,National,2019,12,247,92,0.8804347826086957,122,1
PARIS LYON - BARCELONA,International,2019,12,307,32,0.875,64,0
PARIS LYON - LE CREUSOT MONTCEAU MONTCHANIN,National,2019,12,81,149,0.8926174496644296,73,1
PARIS LYON - GENEVE,International,2019,12,188,82,0.7926829268292683,69,0
CHAMBERY CHALLES LES EAUX - PARIS LYON,National,2019,12,195,99,0.7878787878787878,13,1
DIJON VILLE - PARIS LYON,National,2019,12,99,187,0.8716577540106951,14,1
MARSEILLE ST CHARLES - PARIS LYON,National,2019,12,203,284,0.9225352112676056,43,1
PARIS MONTPARNASSE - NANTES,National,2019,12,130,227,0.8678414096916299,93,1
PARIS LYON - MULHOUSE VILLE,National,2019,12,167,158,0.8037974683544304,78,1
NICE VILLE - PARIS LYON,National,2019,12,359,76,0.9078947368421053,53,1
PARIS MONTPARNASSE - ST MALO,National,2020,1,154,78,0.9358974358974359,97,1
PARIS MONTPARNASSE - TOULOUSE MATABIAU,National,2020,1,266,116,0.8448275862068966,99,1
CHAMBERY CHALLES LES EAUX - PARIS LYON,National,2020,1,190,191,0.7905759162303665,13,1
PARIS LYON - LE CREUSOT MONTCEAU MONTCHANIN,National,2020,1,80,181,0.9392265193370166,73,1
MARSEILLE ST CHARLES - LYON PART DIEU,National,2020,1,104,296,0.9054054054054054,40,1
LAVAL - PARIS MONTPARNASSE,National,2020,1,87,202,0.7376237623762376,23,1
STRASBOURG - PARIS EST,National,2020,1,113,455,0.9032967032967033,120,1
PARIS NORD - DOUAI,National,2020,1,71,126,0.7063492063492063,103,1
DOUAI - PARIS NORD,National,2020,1,78,155,0.5161290322580645,15,1
PARIS NORD - LILLE,National,2020,1,66,596,0.8171140939597316,105,1
MARSEILLE ST CHARLES - LILLE,National,2020,1,281,144,0.8680555555555556,39,1
DIJON VILLE - PARIS LYON,National,2020,1,99,326,0.901840490797546,14,1
REIMS - PARIS EST,National,2020,1,46,205,0.8634146341463415,112,1
TOULON - PARIS LYON,National,2020,1,247,159,0.9371069182389937,122,1
PARIS LYON - BARCELONA,International,2020,1,343,53,0.8679245283018868,64,0
ANGERS SAINT LAUD - PARIS MONTPARNASSE,National,2020,1,99,369,0.8780487804878049,1,1
PARIS MONTPARNASSE - POITIERS,National,2020,1,93,389,0.884318766066838,94,1
LILLE - PARIS NORD,National,2020,1,71,557,0.6535008976660682,28,1
LYON PART DIEU - MARNE LA VALLEE,National,2020,1,109,196,0.846938775510204,30,1
RENNES - PARIS MONTPARNASSE,National,2020,1,101,525,0.8057142857142857,114,1
VANNES - PARIS MONTPARNASSE,National,2020,1,163,171,0.847953216374269,128,1
RENNES - LYON PART DIEU,National,2020,1,235,58,0.9655172413793104,113,1
LE CREUSOT MONTCEAU MONTCHANIN - PARIS LYON,National,2020,1,81,195,0.8769230769230769,24,1
MARSEILLE ST CHARLES - PARIS LYON,National,2020,1,201,405,0.9382716049382716,43,1
PARIS LYON - MULHOUSE VILLE,National,2020,1,169,249,0.8514056224899599,78,1
PARIS LYON - NIMES,National,2020,1,180,180,0.9,80,1
PARIS EST - STUTTGART,International,2020,1,169,129,0.9069767441860466,60,0
GENEVE - PARIS LYON,International,2020,1,189,157,0.9490445859872612,18,0
BESANCON FRANCHE COMTE TGV - PARIS LYON,National,2020,1,133,154,0.8896103896103896,8,1
PARIS MONTPARNASSE - ANGERS SAINT LAUD,National,2020,1,99,367,0.9128065395095368,86,1
LILLE - MARSEILLE ST CHARLES,National,2020,1,295,177,0.8700564971751412,27,1
LYON PART DIEU - PARIS LYON,National,2020,1,119,567,0.8835978835978836,33,1
PARIS LYON - MARSEILLE ST CHARLES,National,2020,1,201,431,0.9211136890951276,76,1
